Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time Per Day,Material Name,Material Level,IQ of Student
Student_498,9,Male,Australia,California,Mumbai,Business,High,6,1,Math,29,1.971224734813222,Video,5,120
Student_499,13,Female,Canada,Texas,Los Angeles,Teacher,High,5,9,Computer Science,8,4.152754993189276,Interactive Session,5,136
Student_500,11,Female,India,Ontario,Houston,Engineer,Middle,1,12,Math,52,3.6927257325561476,PDF,1,82
Student_501,16,Female,USA,Ontario,Mumbai,Engineer,Middle,1,3,Science,31,3.082508309942402,Online Course,5,110
Student_502,8,Female,India,Ontario,Mumbai,Doctor,High,5,4,History,6,2.3041606241416908,PDF,3,99
Student_503,11,Female,India,Texas,Houston,Business,High,2,4,English,48,1.4870736956173718,Online Course,3,136
Student_504,16,Male,UK,Maharashtra,Toronto,Teacher,Middle,12,12,English,44,3.851469461294774,Video,3,125
Student_505,8,Female,Australia,New York,Houston,Other,High,5,4,Computer Science,58,4.030294053453317,Interactive Session,1,139
Student_506,17,Male,USA,Ontario,Los Angeles,Other,Low,10,5,Computer Science,94,2.0105180732605565,Video,1,98
Student_507,8,Male,Australia,California,New York City,Other,High,3,12,English,50,4.016888139869837,Video,3,136
Student_508,12,Male,UK,Maharashtra,Los Angeles,Business,Low,8,8,English,27,3.41034812004925,Video,3,124
Student_509,6,Female,India,California,Houston,Engineer,Middle,10,4,Science,21,1.7700827367877787,PDF,1,124
Student_510,15,Female,Canada,California,Houston,Engineer,Low,11,6,English,88,3.355681302978632,Book,3,93
Student_511,6,Male,Australia,New York,New York City,Doctor,Middle,12,9,Math,99,4.74567351378299,PDF,2,124
Student_512,10,Female,USA,New York,Houston,Business,Low,2,3,Science,26,2.5044329433880215,PDF,5,96
Student_513,15,Female,Canada,Maharashtra,Houston,Business,Middle,12,8,English,65,4.122535723333876,PDF,3,116
Student_514,11,Male,USA,Ontario,Mumbai,Business,Low,1,4,History,72,0.9323014933579616,Book,4,108
Student_515,6,Male,USA,California,New York City,Teacher,Low,11,9,Science,43,3.795196418149984,Online Course,1,107
Student_516,17,Male,Australia,Ontario,Houston,Doctor,High,2,10,Computer Science,43,2.219134048570644,Online Course,1,118
Student_517,9,Male,Australia,California,Toronto,Doctor,Middle,2,1,Computer Science,99,2.3678482892142476,Book,4,118
Student_518,14,Male,Australia,New York,Houston,Other,High,4,7,English,50,3.633739908260647,PDF,2,118
Student_519,6,Male,India,New York,Mumbai,Engineer,Middle,5,11,Science,54,2.969908125612262,Interactive Session,2,83
Student_520,14,Male,Australia,Maharashtra,Houston,Business,Middle,2,11,Math,65,3.5695973706903765,Video,4,104
Student_521,16,Female,Australia,Ontario,New York City,Other,Low,1,4,Science,98,4.3342342897119845,Video,4,122
Student_522,14,Male,Canada,Ontario,Mumbai,Doctor,Middle,6,6,Computer Science,6,1.3552002518509356,Book,1,99
Student_523,8,Female,USA,California,Mumbai,Business,Middle,5,5,English,2,3.811001300370111,Interactive Session,3,103
Student_524,11,Female,Australia,Texas,Houston,Business,Low,11,9,History,32,1.2139402141734843,Online Course,4,95
Student_525,9,Female,USA,Ontario,Toronto,Other,Middle,5,4,Science,36,3.2663715797164827,Video,5,93
Student_526,15,Female,Canada,Ontario,Houston,Engineer,Low,8,3,Math,21,3.650252136031959,PDF,4,83
Student_527,13,Male,Canada,Maharashtra,Los Angeles,Teacher,Middle,2,5,Science,0,2.436893538296666,Interactive Session,4,93
Student_528,11,Male,India,Texas,Toronto,Doctor,High,8,4,History,27,3.222631878283724,Book,3,114
Student_529,17,Male,Canada,Ontario,Los Angeles,Doctor,Middle,5,3,Computer Science,65,1.9241829086541207,Book,1,102
Student_530,9,Male,Canada,Texas,Mumbai,Business,Low,12,6,Math,6,4.897977914666275,Book,5,136
Student_531,14,Female,UK,California,Mumbai,Doctor,Middle,11,3,Computer Science,82,4.946513121269986,PDF,5,106
Student_532,8,Male,USA,Ontario,New York City,Doctor,Low,2,8,English,53,2.733159919460858,Book,3,110
Student_533,7,Male,USA,Ontario,Los Angeles,Other,High,8,4,Math,53,2.436643492988868,Interactive Session,2,101
Student_534,18,Female,Australia,New York,New York City,Teacher,Low,9,12,Science,38,0.7740722001881176,Interactive Session,5,132
Student_535,7,Male,India,Texas,Houston,Doctor,High,11,4,Computer Science,59,2.475130509077023,PDF,5,119
Student_536,14,Male,Canada,Texas,Houston,Engineer,Low,12,8,Computer Science,11,1.951881878124046,PDF,5,89
Student_537,8,Female,USA,Ontario,Toronto,Doctor,Low,12,9,Science,29,0.6295333549954563,Book,4,128
Student_538,6,Male,UK,New York,Toronto,Engineer,Low,2,11,Computer Science,59,2.277129306252508,Interactive Session,4,96
Student_539,11,Male,Canada,Texas,Los Angeles,Teacher,Low,11,5,History,73,2.235186272282998,PDF,1,81
Student_540,16,Male,Canada,Texas,Mumbai,Business,High,2,5,Science,86,1.5145021416074314,PDF,4,108
Student_541,6,Male,Australia,California,Mumbai,Engineer,High,9,8,Science,4,3.25499468929779,Online Course,5,82
Student_542,7,Female,India,Ontario,Toronto,Engineer,Middle,3,7,Math,95,1.006612127216371,Video,1,100
Student_543,18,Male,India,California,Mumbai,Engineer,Low,7,2,Science,23,4.852811677551126,PDF,1,89
Student_544,15,Female,Australia,Maharashtra,Houston,Teacher,Low,6,1,Math,25,2.3494895981276795,Online Course,5,100
Student_545,16,Female,Australia,New York,Toronto,Doctor,High,2,1,Math,49,3.260297628832408,PDF,2,80
Student_546,16,Male,Australia,Maharashtra,Mumbai,Doctor,Low,9,5,Math,91,3.521009859101871,Book,1,103
Student_547,15,Female,USA,New York,New York City,Doctor,Low,12,7,English,49,1.2517276165264237,Video,4,93
Student_548,9,Male,India,Ontario,New York City,Business,Middle,4,11,Science,58,3.7984192379762587,Book,2,127
Student_549,9,Female,UK,Ontario,Los Angeles,Other,Low,5,6,Math,50,1.262811686295013,Interactive Session,5,120
Student_550,16,Female,India,California,New York City,Teacher,Middle,1,4,English,95,3.0755193887689884,Interactive Session,1,129
Student_551,18,Female,UK,New York,Mumbai,Business,Low,8,9,English,21,1.5033292650055325,PDF,1,131
Student_552,16,Female,UK,Texas,Los Angeles,Teacher,Middle,11,9,Computer Science,56,2.875349747028485,Interactive Session,4,139
Student_553,12,Male,India,New York,Mumbai,Teacher,Middle,11,1,Computer Science,18,3.758477910000002,Book,2,101
Student_554,17,Male,UK,New York,Mumbai,Business,Low,4,11,Science,92,4.172725488038113,Video,3,106
Student_555,11,Male,UK,New York,New York City,Business,Low,12,3,Science,26,1.0370057296410673,Online Course,2,108
Student_556,8,Male,UK,Maharashtra,Mumbai,Other,Low,2,2,Math,78,3.5060287178954295,Video,1,117
Student_557,13,Female,UK,California,Toronto,Engineer,Low,6,3,Math,15,1.6507125383824872,PDF,2,91
Student_558,13,Female,India,Texas,Toronto,Other,Low,2,2,English,20,1.95844290749365,Interactive Session,2,93
Student_559,16,Male,UK,California,Houston,Engineer,Low,6,2,Science,22,2.188308802926676,Video,5,134
Student_560,11,Male,Canada,New York,Toronto,Engineer,Low,11,1,Computer Science,57,2.7745735256570168,Video,1,117
Student_561,13,Female,UK,New York,Los Angeles,Other,Low,7,1,History,90,3.044358374741338,PDF,4,119
Student_562,11,Male,Canada,California,Toronto,Engineer,Low,4,2,Computer Science,95,3.1049648188640946,Video,2,128
Student_563,8,Male,Canada,Ontario,Los Angeles,Teacher,Low,8,6,English,12,3.209219939673599,PDF,3,109
Student_564,9,Male,USA,New York,Toronto,Teacher,Low,5,1,History,91,3.49543089057535,Online Course,5,103
Student_565,17,Male,USA,California,New York City,Engineer,Middle,6,7,English,99,1.9424373690638643,PDF,1,104
Student_566,6,Male,UK,Maharashtra,Mumbai,Doctor,High,5,10,Computer Science,14,4.881558695896377,Online Course,4,131
Student_567,7,Male,USA,New York,Los Angeles,Teacher,Middle,8,7,Math,22,1.1702971137892808,PDF,5,113
Student_568,17,Male,UK,Texas,Houston,Business,Low,5,11,English,79,2.950813505884041,Video,2,101
Student_569,14,Female,USA,Ontario,Toronto,Teacher,Low,12,12,Computer Science,78,3.7838790959791333,Online Course,4,120
Student_570,14,Male,USA,Maharashtra,Mumbai,Teacher,Middle,6,4,Science,78,4.984717075947413,Video,4,91
Student_571,15,Female,Australia,Ontario,Los Angeles,Doctor,Low,1,9,Math,93,4.23902849394052,Video,4,83
Student_572,8,Male,Australia,Maharashtra,Los Angeles,Engineer,Middle,12,3,Math,58,0.5182132078227992,Online Course,4,80
Student_573,17,Male,USA,New York,Los Angeles,Business,Low,6,1,English,97,2.2765621142169543,Book,1,101
Student_574,8,Female,USA,California,Toronto,Other,Low,2,6,Math,75,3.2858034019992974,Video,2,94
Student_575,18,Male,USA,California,Los Angeles,Teacher,Middle,9,3,Computer Science,86,2.719828771554738,PDF,3,117
Student_576,9,Female,USA,New York,Houston,Business,High,10,9,Computer Science,88,1.8205544498625215,Book,2,105
Student_577,18,Male,USA,Texas,Houston,Doctor,Middle,3,7,Science,77,1.1304420697098054,Video,5,118
Student_578,12,Female,Canada,California,Houston,Engineer,Low,8,2,Math,30,0.8530216719548092,Interactive Session,4,85
Student_579,8,Male,Australia,California,Houston,Engineer,Low,1,12,Math,31,4.621668760639667,Interactive Session,5,122
Student_580,17,Female,India,California,Houston,Other,Middle,9,3,History,56,4.244435641397239,Interactive Session,3,84
Student_581,8,Female,India,Maharashtra,Toronto,Engineer,Middle,1,10,English,53,4.116636241990522,Video,3,140
Student_582,12,Male,India,California,New York City,Other,Low,1,1,History,12,4.56974920616901,Video,5,137
Student_583,10,Female,Canada,Maharashtra,New York City,Doctor,Low,2,1,Science,37,4.532760218467291,Book,3,116
Student_584,12,Female,Australia,California,Houston,Other,Middle,8,4,Science,30,4.896582217243538,PDF,1,130
Student_585,14,Female,USA,Maharashtra,Houston,Engineer,High,7,8,Computer Science,95,0.811546041913122,Book,2,85
Student_586,14,Male,India,New York,New York City,Doctor,Low,6,9,Science,15,3.028275047945426,Video,4,104
Student_587,13,Male,India,New York,Toronto,Engineer,Low,3,12,Math,39,1.089206762274027,PDF,4,119
Student_588,14,Female,Canada,Texas,Houston,Teacher,Middle,10,1,Science,17,4.742000293501366,Video,3,130
Student_589,7,Female,USA,Texas,Los Angeles,Business,High,4,10,English,76,0.6689309077635495,PDF,4,85
Student_590,16,Female,India,Maharashtra,Mumbai,Business,Low,1,6,Computer Science,30,3.2506246952111537,Online Course,3,106
Student_591,13,Female,UK,Ontario,Toronto,Teacher,Low,6,9,English,85,4.47902751278423,PDF,3,99
Student_592,18,Male,Australia,New York,Toronto,Doctor,Middle,12,7,Computer Science,19,0.5528427044332098,Video,5,98
Student_593,13,Female,Canada,Texas,Toronto,Teacher,High,5,1,Math,98,2.1592841331433767,Interactive Session,2,103
Student_594,8,Male,USA,Ontario,Mumbai,Doctor,Low,12,8,Science,55,1.5650548534576691,Interactive Session,1,99
Student_595,7,Male,UK,Texas,Houston,Doctor,Middle,3,8,Computer Science,17,3.5495833036761617,Online Course,4,130
Student_596,12,Male,UK,Maharashtra,Mumbai,Other,High,1,5,English,15,2.2592129743348783,Online Course,2,101
Student_597,11,Male,UK,Ontario,Mumbai,Doctor,High,10,2,Science,66,3.7592643290825527,Online Course,2,138
Student_598,8,Male,Australia,Texas,Houston,Doctor,High,3,5,Math,51,3.1585038347405248,Video,1,122
Student_599,17,Female,USA,California,Toronto,Other,Low,7,11,Science,74,4.563840760736345,Interactive Session,5,132
Student_600,16,Female,India,Ontario,Mumbai,Business,High,2,3,English,44,4.740005818223198,Video,1,91
Student_601,17,Female,India,Ontario,Houston,Engineer,Low,6,1,Computer Science,95,4.812802397024621,Interactive Session,4,125
Student_602,18,Male,Australia,Ontario,Houston,Business,Middle,9,5,Computer Science,47,2.61853558672946,Book,3,112
Student_603,9,Female,UK,Texas,Los Angeles,Other,Low,1,10,English,52,4.329258024318452,Interactive Session,5,99
Student_604,17,Male,USA,Texas,Los Angeles,Business,High,7,11,Math,58,3.9005438308321336,Video,1,98
Student_605,7,Male,UK,California,Houston,Teacher,High,6,2,Science,58,3.7135083700884524,Online Course,2,124
Student_606,17,Male,USA,Texas,Los Angeles,Engineer,High,7,11,English,43,2.211565676821914,PDF,1,127
Student_607,16,Male,India,Maharashtra,Toronto,Engineer,High,2,11,History,72,1.6047530888859243,Video,5,103
Student_608,13,Female,UK,Maharashtra,Toronto,Doctor,Middle,6,5,English,42,3.7925499009449957,Book,4,96
Student_609,13,Female,India,Texas,Houston,Doctor,Middle,12,5,Computer Science,99,4.920824878918668,Interactive Session,2,111
Student_610,16,Female,USA,Ontario,Houston,Doctor,High,12,8,Math,51,1.083443141831938,Interactive Session,2,134
Student_611,18,Male,UK,New York,Los Angeles,Teacher,Middle,11,4,Computer Science,65,3.2413293794450615,Video,3,90
Student_612,17,Male,Australia,New York,Houston,Other,Middle,2,12,Math,79,1.1720801054916554,Video,2,126
Student_613,17,Male,UK,Texas,Mumbai,Business,High,2,6,English,69,0.5627225229887787,PDF,1,100
Student_614,9,Female,Canada,New York,Los Angeles,Other,Low,4,6,Science,83,1.5250943044259822,Book,3,118
Student_615,10,Male,Canada,Ontario,Mumbai,Engineer,Middle,7,10,Math,49,1.5282521630103525,Book,2,103
Student_616,6,Male,UK,California,New York City,Business,High,5,9,Computer Science,57,1.1953306975660138,Online Course,3,138
Student_617,12,Female,India,Maharashtra,Mumbai,Other,Low,6,12,History,51,4.402119092966176,PDF,4,98
Student_618,12,Male,Australia,California,Toronto,Engineer,High,3,3,Math,53,1.4452230405624666,Interactive Session,4,104
Student_619,6,Male,USA,New York,New York City,Doctor,High,5,10,English,70,0.9128894141243971,Video,1,95
Student_620,6,Male,USA,New York,Toronto,Other,High,11,2,English,39,0.8186304632365062,PDF,2,100
Student_621,18,Male,India,Ontario,Mumbai,Business,High,4,7,Science,18,1.0807509140061924,Video,3,119
Student_622,16,Female,Canada,Texas,New York City,Doctor,Middle,4,6,History,18,3.4325412270427202,PDF,5,97
Student_623,7,Female,USA,Ontario,Toronto,Doctor,Low,10,9,Science,90,3.8434297228450327,Book,1,135
Student_624,10,Female,Canada,Texas,Los Angeles,Other,Low,9,9,English,11,2.7905609069424475,Book,2,102
Student_625,9,Female,India,Maharashtra,New York City,Business,Low,9,8,Science,12,3.276787859938754,Online Course,5,102
Student_626,15,Male,Australia,California,Mumbai,Doctor,Middle,8,3,Science,72,3.813201498030221,Book,1,82
Student_627,6,Female,India,Texas,New York City,Engineer,Low,10,9,Science,73,0.8865303605257739,Video,3,86
Student_628,8,Female,UK,Maharashtra,Toronto,Other,High,9,7,Science,66,3.1335085630637245,Interactive Session,3,134
Student_629,14,Male,USA,California,Houston,Teacher,High,2,7,English,31,2.82346473949183,Book,5,127
Student_630,6,Male,UK,Ontario,Houston,Business,High,4,10,Computer Science,36,1.8798422145494442,Online Course,2,115
Student_631,7,Male,India,California,New York City,Teacher,Middle,8,8,Math,92,0.6768784113238241,Online Course,2,112
Student_632,16,Male,USA,Maharashtra,Mumbai,Teacher,High,6,7,Science,95,4.671082242151294,Online Course,2,87
Student_633,13,Female,Canada,California,Houston,Other,High,11,6,English,8,3.824785609234362,Interactive Session,2,132
Student_634,17,Male,USA,New York,Mumbai,Business,Low,11,5,Computer Science,7,0.7831137927917924,Online Course,3,131
Student_635,9,Female,Australia,Ontario,Toronto,Business,High,5,9,English,55,2.6255264815485093,Online Course,1,80
Student_636,6,Female,USA,California,Mumbai,Business,Middle,11,1,Computer Science,43,1.1123573846251733,Online Course,4,80
Student_637,6,Female,Australia,New York,Toronto,Business,High,9,5,Math,40,4.960358278352919,Book,3,113
Student_638,12,Male,India,New York,New York City,Doctor,Middle,7,11,Science,12,0.6096531978008526,Video,4,109
Student_639,18,Male,Canada,California,Los Angeles,Doctor,High,11,5,Math,84,4.295660822733346,Interactive Session,3,138
Student_640,11,Male,Australia,Ontario,Los Angeles,Teacher,Low,10,10,History,83,1.77532842683929,Video,5,90
Student_641,12,Male,India,Ontario,Los Angeles,Teacher,Low,11,1,History,59,3.4722981486187625,Interactive Session,1,98
Student_642,7,Female,Canada,New York,Los Angeles,Doctor,Middle,6,5,English,90,1.8292829774501498,Interactive Session,2,84
Student_643,8,Female,UK,Ontario,Houston,Other,Middle,6,1,Science,100,1.8606660505713082,Video,4,92
Student_644,14,Female,Australia,Texas,New York City,Engineer,High,4,5,Math,86,4.198538728078624,Book,1,140
Student_645,15,Female,Australia,Ontario,Los Angeles,Business,Middle,12,2,English,52,3.841017149754772,PDF,5,105
Student_646,7,Female,Australia,New York,Toronto,Engineer,Low,11,10,English,25,4.715622999506504,Video,2,104
Student_647,11,Male,UK,California,Mumbai,Teacher,Low,3,9,Math,72,4.889504166656268,PDF,1,119
Student_648,14,Female,India,California,Mumbai,Doctor,Middle,1,5,English,52,2.4976390590043422,Interactive Session,2,97
Student_649,16,Female,Canada,Ontario,Mumbai,Other,Middle,9,8,History,76,3.8908472320108514,Online Course,3,118
Student_650,13,Female,USA,Maharashtra,Houston,Doctor,Low,4,11,Math,34,3.2942636888284778,Online Course,2,107
Student_651,10,Male,Australia,New York,Mumbai,Business,Low,6,11,Math,59,4.256957778081766,Video,2,131
Student_652,12,Female,India,New York,New York City,Other,Low,4,11,Science,44,4.2365278480596835,Online Course,4,111
Student_653,13,Male,USA,Ontario,Toronto,Other,Low,1,10,English,60,1.812054414203769,Video,3,125
Student_654,6,Male,Canada,Texas,Los Angeles,Business,Middle,6,6,History,91,4.933677408527586,Book,4,125
Student_655,11,Female,USA,Ontario,Los Angeles,Doctor,High,4,7,English,66,4.8686632016676485,Video,1,124
Student_656,16,Male,Canada,Ontario,Houston,Engineer,High,9,2,Math,91,3.628176578207886,Book,3,134
Student_657,9,Male,Canada,Ontario,Los Angeles,Other,Low,9,8,English,10,3.763100471558556,Online Course,2,112
Student_658,6,Male,Australia,Maharashtra,New York City,Teacher,Middle,6,5,History,0,4.412500264774948,Book,2,119
Student_659,11,Male,India,California,Toronto,Other,High,2,6,Science,82,3.9606558490771553,PDF,5,116
Student_660,7,Female,Australia,California,Mumbai,Business,Low,3,5,Math,84,4.536182506057657,PDF,3,84
Student_661,6,Male,Canada,New York,Houston,Other,Middle,3,2,Math,87,0.5085229166162804,Book,1,139
Student_662,14,Female,USA,Texas,Mumbai,Engineer,Low,5,12,Computer Science,9,4.015197482543304,Interactive Session,1,114
Student_663,14,Male,USA,Maharashtra,Toronto,Other,Low,11,10,English,32,4.506724536442796,Online Course,4,117
Student_664,6,Male,USA,Texas,Toronto,Business,Middle,7,11,Computer Science,67,3.40522659020836,PDF,2,85
Student_665,11,Female,Canada,California,Toronto,Doctor,Middle,10,6,Computer Science,22,1.49136830138598,PDF,5,99
Student_666,17,Female,Canada,New York,New York City,Doctor,High,1,1,Computer Science,15,0.9671937654955775,Interactive Session,2,134
Student_667,9,Female,India,Maharashtra,Mumbai,Other,Middle,6,5,English,55,2.051579569791639,Online Course,2,106
Student_668,10,Female,UK,California,New York City,Teacher,Low,7,10,Computer Science,51,2.6076689387506318,Interactive Session,1,115
Student_669,10,Female,USA,California,Mumbai,Other,Low,2,7,Computer Science,91,1.8832094928697987,Book,2,88
Student_670,18,Male,Canada,Texas,Los Angeles,Other,High,12,11,Science,50,3.5723485196890907,Online Course,2,98
Student_671,11,Male,USA,Maharashtra,New York City,Doctor,High,1,12,Math,8,0.8537814316002514,Online Course,2,116
Student_672,11,Female,UK,Texas,Houston,Doctor,High,2,7,Science,5,4.043599559066793,PDF,1,115
Student_673,7,Female,Australia,Ontario,Mumbai,Other,Low,12,12,Computer Science,46,1.816495402652158,PDF,2,106
Student_674,7,Male,UK,Ontario,Mumbai,Teacher,High,4,6,History,74,1.0883829080016467,Book,2,81
Student_675,17,Male,Australia,California,Toronto,Teacher,High,3,2,Computer Science,44,4.458604782673241,Interactive Session,1,108
Student_676,9,Male,Canada,California,Mumbai,Teacher,Low,2,2,English,77,4.14682452342108,Interactive Session,1,108
Student_677,13,Female,Canada,Ontario,Toronto,Doctor,Middle,6,6,History,56,2.2051748615423437,Interactive Session,5,123
Student_678,7,Female,UK,New York,Toronto,Teacher,High,4,4,English,64,4.9011826357005,PDF,3,120
Student_679,14,Male,Canada,Texas,Los Angeles,Other,Low,6,8,History,41,1.4727520113690922,PDF,3,111
Student_680,16,Male,Canada,California,Toronto,Teacher,Middle,1,3,Computer Science,37,4.6424659924663505,Book,4,121
Student_681,16,Female,India,Texas,Houston,Engineer,Middle,6,10,Science,59,4.320838477987488,Interactive Session,4,109
Student_682,9,Female,India,Ontario,Mumbai,Business,High,11,2,Math,83,3.496282138358355,Book,5,104
Student_683,18,Male,USA,Maharashtra,Houston,Teacher,Middle,7,2,English,73,1.3645600245958782,Interactive Session,2,109
Student_684,9,Male,UK,New York,New York City,Business,High,7,6,Math,23,3.6614681382629404,Interactive Session,5,134
Student_685,18,Female,UK,Texas,New York City,Doctor,Low,10,4,Computer Science,62,3.393995874698205,PDF,1,124
Student_686,17,Female,Canada,New York,Los Angeles,Other,Low,7,9,English,99,4.369856735239777,Video,4,122
Student_687,11,Male,India,Maharashtra,Mumbai,Doctor,Middle,6,4,Computer Science,78,4.066336006466965,PDF,4,91
Student_688,9,Female,UK,Maharashtra,Los Angeles,Engineer,High,11,8,Math,75,1.6669121884808018,Online Course,3,121
Student_689,12,Female,UK,California,Toronto,Doctor,High,9,7,Science,95,3.2363194687543735,Interactive Session,3,107
Student_690,12,Male,UK,Ontario,New York City,Other,Low,4,6,Math,25,1.645370270031263,Video,2,85
Student_691,14,Female,USA,New York,Houston,Other,Middle,9,6,Computer Science,28,2.4055519282718896,PDF,5,82
Student_692,9,Male,USA,Maharashtra,New York City,Business,High,11,8,History,41,3.891917118900241,PDF,5,125
Student_693,12,Female,India,New York,Houston,Doctor,Middle,2,9,History,81,4.298279930397018,Interactive Session,5,125
Student_694,15,Female,Canada,Ontario,Houston,Other,Low,2,6,Science,37,2.957791458289545,Interactive Session,1,113
Student_695,14,Male,India,Maharashtra,Los Angeles,Teacher,Middle,9,9,Computer Science,70,4.911226135895751,Book,4,133
Student_696,6,Male,UK,Maharashtra,Mumbai,Business,High,1,6,History,12,1.7658954716261754,Book,5,118
Student_697,6,Male,USA,Texas,Mumbai,Business,Low,9,11,History,81,4.9169174775720865,Video,1,86
Student_698,16,Female,UK,New York,Houston,Engineer,Middle,6,8,Science,81,1.5302171697138867,Video,5,133
Student_699,7,Female,Australia,Ontario,Toronto,Doctor,High,2,8,English,19,0.7134098976898244,Video,1,127
Student_700,14,Female,India,New York,Toronto,Doctor,Low,5,12,English,99,4.9342897943136395,Online Course,4,86
Student_701,8,Female,Canada,Texas,New York City,Other,Low,2,6,Computer Science,25,4.519911345794201,Interactive Session,3,139
Student_702,9,Male,Canada,Texas,New York City,Teacher,Middle,2,12,Math,31,0.6422244528529388,Online Course,4,118
Student_703,15,Female,India,Maharashtra,Toronto,Other,Middle,8,10,History,55,2.0930761531813467,PDF,5,89
Student_704,11,Female,India,Maharashtra,Los Angeles,Doctor,Middle,10,3,Computer Science,16,3.299911651304195,PDF,2,109
Student_705,6,Male,UK,New York,Toronto,Engineer,High,10,12,Science,79,4.284497658405963,Book,3,80
Student_706,9,Female,India,Texas,Toronto,Business,Middle,3,10,Math,94,4.123548320784629,Video,3,94
Student_707,16,Female,Canada,Ontario,Houston,Doctor,Low,12,1,History,18,1.131299520155859,PDF,2,122
Student_708,12,Female,Australia,New York,Houston,Business,High,5,10,History,86,3.1415545702672363,Interactive Session,1,115
Student_709,18,Male,Australia,Texas,New York City,Doctor,Middle,3,2,English,40,1.4151498707005725,Interactive Session,3,114
Student_710,6,Female,India,New York,Toronto,Engineer,High,3,2,History,7,4.661227624677142,Book,2,136
Student_711,11,Female,USA,Texas,Mumbai,Business,Middle,4,4,English,93,3.958150398062408,Online Course,1,99
Student_712,17,Female,India,Ontario,Houston,Doctor,Middle,10,1,Computer Science,71,3.566231271582181,Interactive Session,5,110
Student_713,12,Female,Australia,California,New York City,Business,Middle,10,2,History,53,2.289293652749074,Online Course,1,80
Student_714,6,Male,USA,Texas,Houston,Engineer,Low,4,11,English,25,3.2472503696748642,Book,5,121
Student_715,12,Male,UK,Ontario,Toronto,Other,Middle,6,11,Science,80,4.966190307613626,PDF,2,106
Student_716,15,Female,India,Maharashtra,Mumbai,Teacher,High,12,6,Computer Science,45,2.297597536758609,Online Course,1,104
Student_717,13,Female,Australia,Maharashtra,New York City,Engineer,Low,4,12,Computer Science,5,2.772421420892912,PDF,4,115
Student_718,14,Female,India,Ontario,Mumbai,Business,Middle,12,2,Computer Science,31,3.344779101695061,Online Course,2,84
Student_719,12,Male,Canada,Texas,Toronto,Business,Middle,6,12,History,35,0.5864960123805929,Online Course,5,113
Student_720,13,Female,USA,Ontario,Houston,Teacher,Low,5,9,Computer Science,83,3.1083632826161143,Video,5,137
Student_721,9,Male,USA,Ontario,Los Angeles,Engineer,Middle,7,7,Science,82,2.8124749226880574,Book,2,140
Student_722,14,Female,Canada,California,Los Angeles,Engineer,High,6,9,History,67,2.053974785348995,PDF,2,107
Student_723,18,Female,Canada,New York,Toronto,Teacher,High,9,1,Computer Science,31,3.256672281438912,Book,2,119
Student_724,11,Female,USA,Texas,Mumbai,Engineer,High,5,5,Science,70,3.9009139240026847,Video,2,96
Student_725,9,Female,Australia,Texas,Toronto,Other,High,8,7,Science,19,1.1997520795124217,Interactive Session,4,99
Student_726,6,Female,Canada,Maharashtra,Houston,Other,Low,7,12,English,32,4.202969492632024,Book,1,130
Student_727,10,Male,USA,New York,Houston,Doctor,Low,10,4,English,37,3.593861759362566,PDF,2,115
Student_728,10,Male,Australia,Texas,Houston,Business,High,4,12,English,27,2.8092756790223086,Video,5,105
Student_729,7,Female,USA,Maharashtra,Houston,Engineer,High,6,11,Math,79,2.4957490573526218,Online Course,2,84
Student_730,18,Male,India,Ontario,Mumbai,Engineer,Low,8,11,Math,29,0.6194979698245953,Online Course,5,87
Student_731,12,Female,Canada,Maharashtra,Toronto,Business,Low,6,4,Computer Science,97,4.693536368080766,Book,3,99
Student_732,17,Male,UK,California,Mumbai,Business,High,10,8,Math,64,2.7329839071233133,PDF,4,100
Student_733,9,Female,Canada,Maharashtra,Mumbai,Business,Low,8,12,Math,28,1.822291886525862,PDF,5,121
Student_734,16,Male,USA,Maharashtra,Los Angeles,Doctor,High,1,11,Science,93,4.940332250018072,PDF,1,139
Student_735,14,Male,USA,Ontario,Los Angeles,Other,Middle,1,11,History,84,1.8117053326920929,Book,3,103
Student_736,15,Female,USA,Maharashtra,Los Angeles,Engineer,High,1,11,Computer Science,97,0.7524866303143629,Interactive Session,4,109
Student_737,15,Female,Australia,Maharashtra,New York City,Other,Middle,5,1,English,46,0.941555602242997,Online Course,4,80
Student_738,8,Female,India,New York,Houston,Engineer,Low,6,8,History,76,1.9554811196823536,Interactive Session,4,85
Student_739,15,Female,USA,New York,Mumbai,Engineer,Low,1,5,History,32,1.0552869103536555,Online Course,5,100
Student_740,15,Female,India,California,Mumbai,Teacher,High,12,9,Science,12,2.7796624070850124,PDF,2,98
Student_741,16,Male,USA,California,Los Angeles,Other,Middle,10,2,Computer Science,91,1.8935976156197143,PDF,4,113
Student_742,11,Male,Australia,Maharashtra,Los Angeles,Other,Low,2,9,Science,17,4.319559785477235,Interactive Session,5,98
Student_743,8,Female,USA,Maharashtra,Houston,Business,Low,4,10,Science,71,1.46276119332591,Book,2,85
Student_744,9,Male,Canada,California,New York City,Engineer,Middle,9,6,Science,43,2.630649863837548,Video,1,90
Student_745,12,Female,UK,Maharashtra,Houston,Other,Middle,12,9,Computer Science,53,1.2840567455481962,Book,5,101
